"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Reference text,Details
299.4117647,1.960465116,300.7125891,0.356420173
302.3529412,1.954651163,303.5629454,0.34948948
304.7058824,1.948837209,306.4133017,0.342558787
306.4705882,1.943023256,309.263658,0.335628094
308.8235294,1.934883721,312.5890736,0.3296875
309.4117647,1.927906977,316.8646081,0.327707302
312.9411765,1.923255814,320.1900238,0.331667698
315.2941176,1.91627907,323.04038,0.337608292
318.2352941,1.909302326,325.415677,0.345529084
321.1764706,1.902325581,327.3159145,0.354439975
324.7058824,1.896511628,329.216152,0.362360767
328.2352941,1.9,331.1163895,0.370281559
330.5882353,1.904651163,333.0166271,0.378202351
332.9411765,1.913953488,335.8669834,0.384142946
334.1176471,1.920930233,339.6674584,0.382162748
336.4705882,1.93255814,341.567696,0.375232054
337.0588235,1.943023256,342.5178147,0.367311262
338.8235294,1.954651163,344.4180523,0.35939047
340,1.965116279,346.3182898,0.351469678
341.1764706,1.974418605,347.2684086,0.342558787
342.3529412,1.986046512,348.6935867,0.334637995
343.5294118,1.996511628,350.1187648,0.326717203
345.8823529,2.005813953,351.543943,0.317806312
348.8235294,2.013953488,352.4940618,0.308895421
350.5882353,2.020930233,353.9192399,0.29998453
354.1176471,2.026744186,355.3444181,0.291073639
358.2352941,2.029069767,356.2945368,0.281172649
361.7647059,2.026744186,358.1947743,0.273251856
365.8823529,2.022093023,359.6199525,0.267311262
368.8235294,2.018604651,360.5700713,0.258400371
372.3529412,2.012790698,362.4703088,0.24948948
377.0588235,2.004651163,364.3705463,0.241568688
380.5882353,1.997674419,365.7957245,0.234637995
383.5294118,1.991860465,368.1710214,0.227707302
386.4705882,1.987209302,370.0712589,0.218796411
389.4117647,1.980232558,372.4465558,0.20988552
393.5294118,1.973255814,374.8218527,0.201964728
396.4705882,1.96627907,376.7220903,0.194043936
399.4117647,1.959302326,379.0973872,0.186123144
403.5294118,1.95,381.9477435,0.17919245
407.0588235,1.945348837,384.3230404,0.173251856
410.5882353,1.939534884,386.6983373,0.166321163
415.2941176,1.93372093,390.4988124,0.160380569
420.5882353,1.926744186,394.2992874,0.153449876
425.8823529,1.924418605,397.1496437,0.147509282
430,1.920930233,400.4750594,0.140578589
434.1176471,1.913953488,403.8004751,0.136618193
440,1.909302326,407.6009501,0.134637995
444.7058824,1.905813953,411.8764846,0.131667698
450.5882353,1.903488372,415.2019002,0.127707302
457.0588235,1.901162791,419.4774347,0.125727104
461.7647059,1.898837209,423.2779097,0.122756807
467.0588235,1.896511628,427.0783848,0.11978651
472.3529412,1.894186047,431.3539192,0.116816213
477.0588235,1.891860465,435.1543943,0.116816213
481.7647059,1.890697674,438.9548694,0.114836015
486.4705882,1.890697674,442.7553444,0.111865718
491.1764706,1.888372093,447.0308789,0.10988552
495.2941176,1.884883721,450.8313539,0.107905322
500.5882353,1.88255814,455.1068884,0.106915223
505.2941176,1.88372093,459.3824228,0.104935025
510.5882353,1.880232558,463.6579572,0.103944926
516.4705882,1.877906977,467.9334917,0.102954827
521.7647059,1.876744186,471.7339667,0.101964728
524.7058824,1.872093023,476.0095012,0.100974629
530,1.86744186,480.760095,0.098994431
534.7058824,1.863953488,485.0356295,0.098004332
538.8235294,1.859302326,489.3111639,0.096024134
543.5294118,1.855813953,493.5866983,0.095034035
548.2352941,1.851162791,497.8622328,0.094043936
552.3529412,1.846511628,501.6627078,0.091073639
557.0588235,1.840697674,506.4133017,0.089093441
562.9411765,1.838372093,510.6888361,0.088103342
567.6470588,1.83372093,514.9643705,0.087113243
571.7647059,1.831395349,519.239905,0.086123144
577.0588235,1.829069767,523.5154394,0.085133045
582.3529412,1.825581395,527.7909739,0.084142946
587.6470588,1.823255814,531.5914489,0.085133045
592.9411765,1.819767442,535.8669834,0.086123144
597.6470588,1.822093023,540.1425178,0.087113243
601.7647059,1.820930233,544.4180523,0.087113243
608.2352941,1.818604651,549.1686461,0.089093441
614.1176471,1.818604651,553.9192399,0.091073639
618.2352941,1.819767442,557.719715,0.094043936
622.3529412,1.824418605,561.9952494,0.097014233
626.4705882,1.829069767,566.7458432,0.100974629
630,1.83255814,571.4964371,0.106915223
634.1176471,1.837209302,576.2470309,0.110875619
638.2352941,1.845348837,580.0475059,0.116816213
641.7647059,1.852325581,583.847981,0.11978651
645.2941176,1.859302326,588.1235154,0.122756807
649.4117647,1.863953488,591.4489311,0.126717203
654.1176471,1.870930233,595.7244656,0.132657797
657.6470588,1.876744186,600,0.138598391
660,1.88255814,603.8004751,0.142558787
665.8823529,1.888372093,608.0760095,0.14948948
670.5882353,1.890697674,610.4513064,0.154439975
675.8823529,1.891860465,613.7767221,0.160380569
680.5882353,1.894186047,617.5771971,0.167311262
684.7058824,1.896511628,621.3776722,0.173251856
688.8235294,1.901162791,624.2280285,0.18018255
693.5294118,1.904651163,628.0285036,0.186123144
696.4705882,1.912790698,631.3539192,0.191073639
700.5882353,1.918604651,634.6793349,0.196024134
702.9411765,1.925581395,638.9548694,0.198994431
704.7058824,1.934883721,642.7553444,0.201964728
707.0588235,1.943023256,647.9809976,0.202954827
710,1.953488372,651.7814727,0.202954827
712.9411765,1.961627907,656.0570071,0.202954827
714.7058824,1.969767442,659.8574822,0.201964728
715.8823529,1.981395349,664.608076,0.201964728
717.6470588,1.988372093,668.4085511,0.203944926
719.4117647,1.996511628,672.6840855,0.204935025
720.5882353,2.004651163,676.95962,0.206915223
722.3529412,2.012790698,680.760095,0.211865718
725.2941176,2.018604651,685.0356295,0.216816213
